#EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 19-06-2015
#THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

#Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
#air temperature and precipitation series for the European Climate Assessment.
#Int. J. of Climatol., 22, 1441-1453.
#Data and metadata available at http://www.ecad.eu

#FILE FORMAT (MISSING VALUE CODE IS -9999):

#01-06 STAID: Station identifier
#08-13 SOUID: Source identifier
#15-22 DATE : Date YYYYMMDD
#24-28 SS   : sunshine in 0.1 Hours
#30-34 Q_SS : Quality code for SS (0='valid'; 1='suspect'; 9='missing')

#This is the series (SOUID: 107654) of IRELAND, WATERFORD (TYCOR) (STAID: 1760)
#See file sources.txt for more info.



 STAID, SOUID,    DATE,   SS, Q_SS
  1760,107654,19720331,    0,    0
  1760,107654,19720401,   75,    0
  1760,107654,19720402,    6,    0
  1760,107654,19720403,   53,    0
  1760,107654,19720404,   56,    0
  1760,107654,19720405,   69,    0
  1760,107654,19720406,   26,    0
  1760,107654,19720407,   53,    0
  1760,107654,19720408,   66,    0
  1760,107654,19720409,   83,    0
  1760,107654,19720410,   78,    0
  1760,107654,19720411,   66,    0
  1760,107654,19720412,   17,    0
  1760,107654,19720413,    4,    0
  1760,107654,19720414,   70,    0
  1760,107654,19720415,   11,    0
  1760,107654,19720416,    2,    0
  1760,107654,19720417,   12,    0
  1760,107654,19720418,   36,    0
  1760,107654,19720419,   89,    0
  1760,107654,19720420,  132,    0
  1760,107654,19720421,  101,    0
  1760,107654,19720422,   76,    0
  1760,107654,19720423,   99,    0
  1760,107654,19720424,   79,    0
  1760,107654,19720425,   66,    0
  1760,107654,19720426,   18,    0
  1760,107654,19720427,   72,    0
  1760,107654,19720428,   14,    0
  1760,107654,19720429,   68,    0
  1760,107654,19720430,   35,    0
  1760,107654,19720501,   36,    0
  1760,107654,19720502,   52,    0
  1760,107654,19720503,   91,    0
  1760,107654,19720504,   78,    0
  1760,107654,19720505,   63,    0
  1760,107654,19720506,    3,    0
  1760,107654,19720507,   74,    0
  1760,107654,19720508,   40,    0
  1760,107654,19720509,   77,    0
  1760,107654,19720510,  104,    0
  1760,107654,19720511,   27,    0
  1760,107654,19720512,   52,    0
  1760,107654,19720513,   92,    0
  1760,107654,19720514,   19,    0
  1760,107654,19720515,   78,    0
  1760,107654,19720516,   95,    0
  1760,107654,19720517,   67,    0
  1760,107654,19720518,   14,    0
  1760,107654,19720519,    7,    0
  1760,107654,19720520,   59,    0
  1760,107654,19720521,    2,    0
  1760,107654,19720522,   84,    0
  1760,107654,19720523,    4,    0
  1760,107654,19720524,   71,    0
  1760,107654,19720525,   28,    0
  1760,107654,19720526,   39,    0
  1760,107654,19720527,   94,    0
  1760,107654,19720528,   17,    0
  1760,107654,19720529,   60,    0
  1760,107654,19720530,  104,    0
  1760,107654,19720531,  103,    0
  1760,107654,19720601,-9999,    9
  1760,107654,19720602,-9999,    9
  1760,107654,19720603,-9999,    9
  1760,107654,19720604,-9999,    9
  1760,107654,19720605,-9999,    9
  1760,107654,19720606,-9999,    9
  1760,107654,19720607,-9999,    9
  1760,107654,19720608,-9999,    9
  1760,107654,19720609,-9999,    9
  1760,107654,19720610,-9999,    9
  1760,107654,19720611,-9999,    9
  1760,107654,19720612,-9999,    9
  1760,107654,19720613,-9999,    9
  1760,107654,19720614,-9999,    9
  1760,107654,19720615,-9999,    9
  1760,107654,19720616,-9999,    9
  1760,107654,19720617,-9999,    9
  1760,107654,19720618,-9999,    9
  1760,107654,19720619,-9999,    9
  1760,107654,19720620,-9999,    9
  1760,107654,19720621,-9999,    9
  1760,107654,19720622,-9999,    9
  1760,107654,19720623,-9999,    9
  1760,107654,19720624,-9999,    9
  1760,107654,19720625,-9999,    9
  1760,107654,19720626,-9999,    9
  1760,107654,19720627,-9999,    9
  1760,107654,19720628,-9999,    9
  1760,107654,19720629,-9999,    9
  1760,107654,19720630,-9999,    9
  1760,107654,19720701,-9999,    9
  1760,107654,19720702,-9999,    9
  1760,107654,19720703,-9999,    9
  1760,107654,19720704,-9999,    9
  1760,107654,19720705,-9999,    9
  1760,107654,19720706,-9999,    9
  1760,107654,19720707,-9999,    9
  1760,107654,19720708,-9999,    9
  1760,107654,19720709,-9999,    9
  1760,107654,19720710,-9999,    9
  1760,107654,19720711,-9999,    9
  1760,107654,19720712,-9999,    9
  1760,107654,19720713,-9999,    9
  1760,107654,19720714,-9999,    9
  1760,107654,19720715,-9999,    9
  1760,107654,19720716,-9999,    9
  1760,107654,19720717,-9999,    9
  1760,107654,19720718,-9999,    9
  1760,107654,19720719,-9999,    9
  1760,107654,19720720,-9999,    9
  1760,107654,19720721,-9999,    9
  1760,107654,19720722,-9999,    9
  1760,107654,19720723,-9999,    9
  1760,107654,19720724,-9999,    9
  1760,107654,19720725,-9999,    9
  1760,107654,19720726,-9999,    9
  1760,107654,19720727,-9999,    9
  1760,107654,19720728,-9999,    9
  1760,107654,19720729,-9999,    9
  1760,107654,19720730,-9999,    9
  1760,107654,19720731,-9999,    9
  1760,107654,19720801,-9999,    9
  1760,107654,19720802,-9999,    9
  1760,107654,19720803,-9999,    9
  1760,107654,19720804,-9999,    9
  1760,107654,19720805,-9999,    9
  1760,107654,19720806,-9999,    9
  1760,107654,19720807,-9999,    9
  1760,107654,19720808,-9999,    9
  1760,107654,19720809,-9999,    9
  1760,107654,19720810,-9999,    9
  1760,107654,19720811,-9999,    9
  1760,107654,19720812,-9999,    9
  1760,107654,19720813,-9999,    9
  1760,107654,19720814,-9999,    9
  1760,107654,19720815,-9999,    9
  1760,107654,19720816,-9999,    9
  1760,107654,19720817,-9999,    9
  1760,107654,19720818,-9999,    9
  1760,107654,19720819,-9999,    9
  1760,107654,19720820,-9999,    9
  1760,107654,19720821,-9999,    9
  1760,107654,19720822,-9999,    9
  1760,107654,19720823,-9999,    9
  1760,107654,19720824,-9999,    9
  1760,107654,19720825,-9999,    9
  1760,107654,19720826,-9999,    9
  1760,107654,19720827,-9999,    9
  1760,107654,19720828,-9999,    9
  1760,107654,19720829,-9999,    9
  1760,107654,19720830,-9999,    9
  1760,107654,19720831,-9999,    9
  1760,107654,19720901,-9999,    9
  1760,107654,19720902,-9999,    9
  1760,107654,19720903,-9999,    9
  1760,107654,19720904,-9999,    9
  1760,107654,19720905,-9999,    9
  1760,107654,19720906,-9999,    9
  1760,107654,19720907,-9999,    9
  1760,107654,19720908,-9999,    9
  1760,107654,19720909,-9999,    9
  1760,107654,19720910,-9999,    9
  1760,107654,19720911,-9999,    9
  1760,107654,19720912,-9999,    9
  1760,107654,19720913,-9999,    9
  1760,107654,19720914,-9999,    9
  1760,107654,19720915,-9999,    9
  1760,107654,19720916,-9999,    9
  1760,107654,19720917,-9999,    9
  1760,107654,19720918,-9999,    9
  1760,107654,19720919,-9999,    9
  1760,107654,19720920,-9999,    9
  1760,107654,19720921,-9999,    9
  1760,107654,19720922,-9999,    9
  1760,107654,19720923,-9999,    9
  1760,107654,19720924,-9999,    9
  1760,107654,19720925,-9999,    9
  1760,107654,19720926,-9999,    9
  1760,107654,19720927,-9999,    9
  1760,107654,19720928,-9999,    9
  1760,107654,19720929,-9999,    9
  1760,107654,19720930,-9999,    9
  1760,107654,19721001,-9999,    9
  1760,107654,19721002,-9999,    9
  1760,107654,19721003,-9999,    9
  1760,107654,19721004,-9999,    9
  1760,107654,19721005,-9999,    9
  1760,107654,19721006,-9999,    9
  1760,107654,19721007,-9999,    9
  1760,107654,19721008,-9999,    9
  1760,107654,19721009,-9999,    9
  1760,107654,19721010,-9999,    9
  1760,107654,19721011,-9999,    9
  1760,107654,19721012,-9999,    9
  1760,107654,19721013,-9999,    9
  1760,107654,19721014,-9999,    9
  1760,107654,19721015,-9999,    9
  1760,107654,19721016,-9999,    9
  1760,107654,19721017,-9999,    9
  1760,107654,19721018,-9999,    9
  1760,107654,19721019,-9999,    9
  1760,107654,19721020,-9999,    9
  1760,107654,19721021,-9999,    9
  1760,107654,19721022,-9999,    9
  1760,107654,19721023,-9999,    9
  1760,107654,19721024,-9999,    9
  1760,107654,19721025,-9999,    9
  1760,107654,19721026,-9999,    9
  1760,107654,19721027,-9999,    9
  1760,107654,19721028,-9999,    9
  1760,107654,19721029,-9999,    9
  1760,107654,19721030,-9999,    9
  1760,107654,19721031,-9999,    9
  1760,107654,19721101,-9999,    9
  1760,107654,19721102,-9999,    9
  1760,107654,19721103,-9999,    9
  1760,107654,19721104,-9999,    9
  1760,107654,19721105,-9999,    9
  1760,107654,19721106,-9999,    9
  1760,107654,19721107,-9999,    9
  1760,107654,19721108,-9999,    9
  1760,107654,19721109,-9999,    9
  1760,107654,19721110,-9999,    9
  1760,107654,19721111,-9999,    9
  1760,107654,19721112,-9999,    9
  1760,107654,19721113,-9999,    9
  1760,107654,19721114,-9999,    9
  1760,107654,19721115,-9999,    9
  1760,107654,19721116,-9999,    9
  1760,107654,19721117,-9999,    9
  1760,107654,19721118,-9999,    9
  1760,107654,19721119,-9999,    9
  1760,107654,19721120,-9999,    9
  1760,107654,19721121,-9999,    9
  1760,107654,19721122,-9999,    9
  1760,107654,19721123,-9999,    9
  1760,107654,19721124,-9999,    9
  1760,107654,19721125,-9999,    9
  1760,107654,19721126,-9999,    9
  1760,107654,19721127,-9999,    9
  1760,107654,19721128,-9999,    9
  1760,107654,19721129,-9999,    9
  1760,107654,19721130,-9999,    9
  1760,107654,19721201,-9999,    9
  1760,107654,19721202,-9999,    9
  1760,107654,19721203,-9999,    9
  1760,107654,19721204,-9999,    9
  1760,107654,19721205,-9999,    9
  1760,107654,19721206,-9999,    9
  1760,107654,19721207,-9999,    9
  1760,107654,19721208,-9999,    9
  1760,107654,19721209,-9999,    9
  1760,107654,19721210,-9999,    9
  1760,107654,19721211,-9999,    9
  1760,107654,19721212,-9999,    9
  1760,107654,19721213,-9999,    9
  1760,107654,19721214,-9999,    9
  1760,107654,19721215,-9999,    9
  1760,107654,19721216,-9999,    9
  1760,107654,19721217,-9999,    9
  1760,107654,19721218,-9999,    9
  1760,107654,19721219,-9999,    9
  1760,107654,19721220,-9999,    9
  1760,107654,19721221,-9999,    9
  1760,107654,19721222,-9999,    9
  1760,107654,19721223,-9999,    9
  1760,107654,19721224,-9999,    9
  1760,107654,19721225,-9999,    9
  1760,107654,19721226,-9999,    9
  1760,107654,19721227,-9999,    9
  1760,107654,19721228,-9999,    9
  1760,107654,19721229,-9999,    9
  1760,107654,19721230,-9999,    9
  1760,107654,19721231,-9999,    9
  1760,107654,19730101,-9999,    9
  1760,107654,19730102,-9999,    9
  1760,107654,19730103,-9999,    9
  1760,107654,19730104,-9999,    9
  1760,107654,19730105,-9999,    9
  1760,107654,19730106,-9999,    9
  1760,107654,19730107,-9999,    9
  1760,107654,19730108,-9999,    9
  1760,107654,19730109,-9999,    9
  1760,107654,19730110,-9999,    9
  1760,107654,19730111,-9999,    9
  1760,107654,19730112,-9999,    9
  1760,107654,19730113,-9999,    9
  1760,107654,19730114,-9999,    9
  1760,107654,19730115,-9999,    9
  1760,107654,19730116,-9999,    9
  1760,107654,19730117,-9999,    9
  1760,107654,19730118,-9999,    9
  1760,107654,19730119,-9999,    9
  1760,107654,19730120,-9999,    9
  1760,107654,19730121,-9999,    9
  1760,107654,19730122,-9999,    9
  1760,107654,19730123,-9999,    9
  1760,107654,19730124,-9999,    9
  1760,107654,19730125,-9999,    9
  1760,107654,19730126,-9999,    9
  1760,107654,19730127,-9999,    9
  1760,107654,19730128,-9999,    9
  1760,107654,19730129,-9999,    9
  1760,107654,19730130,-9999,    9
  1760,107654,19730131,-9999,    9
  1760,107654,19730201,-9999,    9
  1760,107654,19730202,-9999,    9
  1760,107654,19730203,-9999,    9
  1760,107654,19730204,-9999,    9
  1760,107654,19730205,-9999,    9
  1760,107654,19730206,-9999,    9
  1760,107654,19730207,-9999,    9
  1760,107654,19730208,-9999,    9
  1760,107654,19730209,-9999,    9
  1760,107654,19730210,-9999,    9
  1760,107654,19730211,-9999,    9
  1760,107654,19730212,-9999,    9
  1760,107654,19730213,-9999,    9
  1760,107654,19730214,-9999,    9
  1760,107654,19730215,-9999,    9
  1760,107654,19730216,-9999,    9
  1760,107654,19730217,-9999,    9
  1760,107654,19730218,-9999,    9
  1760,107654,19730219,-9999,    9
  1760,107654,19730220,-9999,    9
  1760,107654,19730221,-9999,    9
  1760,107654,19730222,-9999,    9
  1760,107654,19730223,-9999,    9
  1760,107654,19730224,-9999,    9
  1760,107654,19730225,-9999,    9
  1760,107654,19730226,-9999,    9
  1760,107654,19730227,-9999,    9
  1760,107654,19730228,-9999,    9
  1760,107654,19730301,-9999,    9
  1760,107654,19730302,-9999,    9
  1760,107654,19730303,-9999,    9
  1760,107654,19730304,-9999,    9
  1760,107654,19730305,-9999,    9
  1760,107654,19730306,-9999,    9
  1760,107654,19730307,-9999,    9
  1760,107654,19730308,-9999,    9
  1760,107654,19730309,-9999,    9
  1760,107654,19730310,-9999,    9
  1760,107654,19730311,-9999,    9
  1760,107654,19730312,-9999,    9
  1760,107654,19730313,-9999,    9
  1760,107654,19730314,-9999,    9
  1760,107654,19730315,-9999,    9
  1760,107654,19730316,-9999,    9
  1760,107654,19730317,-9999,    9
  1760,107654,19730318,-9999,    9
  1760,107654,19730319,-9999,    9
  1760,107654,19730320,-9999,    9
  1760,107654,19730321,-9999,    9
  1760,107654,19730322,-9999,    9
  1760,107654,19730323,-9999,    9
  1760,107654,19730324,-9999,    9
  1760,107654,19730325,-9999,    9
  1760,107654,19730326,-9999,    9
  1760,107654,19730327,-9999,    9
  1760,107654,19730328,-9999,    9
  1760,107654,19730329,-9999,    9
  1760,107654,19730330,-9999,    9
  1760,107654,19730331,-9999,    9
  1760,107654,19730401,-9999,    9
  1760,107654,19730402,-9999,    9
  1760,107654,19730403,-9999,    9
  1760,107654,19730404,-9999,    9
  1760,107654,19730405,-9999,    9
  1760,107654,19730406,-9999,    9
  1760,107654,19730407,-9999,    9
  1760,107654,19730408,-9999,    9
  1760,107654,19730409,-9999,    9
  1760,107654,19730410,-9999,    9
  1760,107654,19730411,-9999,    9
  1760,107654,19730412,-9999,    9
  1760,107654,19730413,-9999,    9
  1760,107654,19730414,-9999,    9
  1760,107654,19730415,-9999,    9
  1760,107654,19730416,-9999,    9
  1760,107654,19730417,-9999,    9
  1760,107654,19730418,-9999,    9
  1760,107654,19730419,-9999,    9
  1760,107654,19730420,-9999,    9
  1760,107654,19730421,-9999,    9
  1760,107654,19730422,-9999,    9
  1760,107654,19730423,-9999,    9
  1760,107654,19730424,-9999,    9
  1760,107654,19730425,-9999,    9
  1760,107654,19730426,-9999,    9
  1760,107654,19730427,-9999,    9
  1760,107654,19730428,-9999,    9
  1760,107654,19730429,-9999,    9
  1760,107654,19730430,-9999,    9
  1760,107654,19730501,-9999,    9
  1760,107654,19730502,-9999,    9
  1760,107654,19730503,-9999,    9
  1760,107654,19730504,-9999,    9
  1760,107654,19730505,-9999,    9
  1760,107654,19730506,-9999,    9
  1760,107654,19730507,-9999,    9
  1760,107654,19730508,-9999,    9
  1760,107654,19730509,-9999,    9
  1760,107654,19730510,-9999,    9
  1760,107654,19730511,-9999,    9
  1760,107654,19730512,-9999,    9
  1760,107654,19730513,-9999,    9
  1760,107654,19730514,-9999,    9
  1760,107654,19730515,-9999,    9
  1760,107654,19730516,-9999,    9
  1760,107654,19730517,-9999,    9
  1760,107654,19730518,-9999,    9
  1760,107654,19730519,-9999,    9
  1760,107654,19730520,-9999,    9
  1760,107654,19730521,-9999,    9
  1760,107654,19730522,-9999,    9
  1760,107654,19730523,-9999,    9
  1760,107654,19730524,-9999,    9
  1760,107654,19730525,-9999,    9
  1760,107654,19730526,-9999,    9
  1760,107654,19730527,-9999,    9
  1760,107654,19730528,-9999,    9
  1760,107654,19730529,-9999,    9
  1760,107654,19730530,-9999,    9
  1760,107654,19730531,-9999,    9
  1760,107654,19730601,-9999,    9
  1760,107654,19730602,-9999,    9
  1760,107654,19730603,-9999,    9
  1760,107654,19730604,-9999,    9
  1760,107654,19730605,-9999,    9
  1760,107654,19730606,-9999,    9
  1760,107654,19730607,-9999,    9
  1760,107654,19730608,-9999,    9
  1760,107654,19730609,-9999,    9
  1760,107654,19730610,-9999,    9
  1760,107654,19730611,-9999,    9
  1760,107654,19730612,-9999,    9
  1760,107654,19730613,-9999,    9
  1760,107654,19730614,-9999,    9
  1760,107654,19730615,-9999,    9
  1760,107654,19730616,-9999,    9
  1760,107654,19730617,-9999,    9
  1760,107654,19730618,-9999,    9
  1760,107654,19730619,-9999,    9
  1760,107654,19730620,-9999,    9
  1760,107654,19730621,-9999,    9
  1760,107654,19730622,-9999,    9
  1760,107654,19730623,-9999,    9
  1760,107654,19730624,-9999,    9
  1760,107654,19730625,-9999,    9
  1760,107654,19730626,-9999,    9
  1760,107654,19730627,-9999,    9
  1760,107654,19730628,-9999,    9
  1760,107654,19730629,-9999,    9
  1760,107654,19730630,-9999,    9
  1760,107654,19730701,-9999,    9
  1760,107654,19730702,-9999,    9
  1760,107654,19730703,-9999,    9
  1760,107654,19730704,-9999,    9
  1760,107654,19730705,-9999,    9
  1760,107654,19730706,-9999,    9
  1760,107654,19730707,-9999,    9
  1760,107654,19730708,-9999,    9
  1760,107654,19730709,-9999,    9
  1760,107654,19730710,-9999,    9
  1760,107654,19730711,-9999,    9
  1760,107654,19730712,-9999,    9
  1760,107654,19730713,-9999,    9
  1760,107654,19730714,-9999,    9
  1760,107654,19730715,-9999,    9
  1760,107654,19730716,-9999,    9
  1760,107654,19730717,-9999,    9
  1760,107654,19730718,-9999,    9
  1760,107654,19730719,-9999,    9
  1760,107654,19730720,-9999,    9
  1760,107654,19730721,-9999,    9
  1760,107654,19730722,-9999,    9
  1760,107654,19730723,-9999,    9
  1760,107654,19730724,-9999,    9
  1760,107654,19730725,-9999,    9
  1760,107654,19730726,-9999,    9
  1760,107654,19730727,-9999,    9
  1760,107654,19730728,-9999,    9
  1760,107654,19730729,-9999,    9
  1760,107654,19730730,-9999,    9
  1760,107654,19730731,-9999,    9
  1760,107654,19730801,-9999,    9
  1760,107654,19730802,-9999,    9
  1760,107654,19730803,-9999,    9
  1760,107654,19730804,-9999,    9
  1760,107654,19730805,-9999,    9
  1760,107654,19730806,-9999,    9
  1760,107654,19730807,-9999,    9
  1760,107654,19730808,-9999,    9
  1760,107654,19730809,-9999,    9
  1760,107654,19730810,-9999,    9
  1760,107654,19730811,-9999,    9
  1760,107654,19730812,-9999,    9
  1760,107654,19730813,-9999,    9
  1760,107654,19730814,-9999,    9
  1760,107654,19730815,-9999,    9
  1760,107654,19730816,-9999,    9
  1760,107654,19730817,-9999,    9
  1760,107654,19730818,-9999,    9
  1760,107654,19730819,-9999,    9
  1760,107654,19730820,-9999,    9
  1760,107654,19730821,-9999,    9
  1760,107654,19730822,-9999,    9
  1760,107654,19730823,-9999,    9
  1760,107654,19730824,-9999,    9
  1760,107654,19730825,-9999,    9
  1760,107654,19730826,-9999,    9
  1760,107654,19730827,-9999,    9
  1760,107654,19730828,-9999,    9
  1760,107654,19730829,-9999,    9
  1760,107654,19730830,-9999,    9
  1760,107654,19730831,-9999,    9
  1760,107654,19730901,-9999,    9
  1760,107654,19730902,-9999,    9
  1760,107654,19730903,-9999,    9
  1760,107654,19730904,-9999,    9
  1760,107654,19730905,-9999,    9
  1760,107654,19730906,-9999,    9
  1760,107654,19730907,-9999,    9
  1760,107654,19730908,-9999,    9
  1760,107654,19730909,-9999,    9
  1760,107654,19730910,-9999,    9
  1760,107654,19730911,-9999,    9
  1760,107654,19730912,-9999,    9
  1760,107654,19730913,-9999,    9
  1760,107654,19730914,-9999,    9
  1760,107654,19730915,-9999,    9
  1760,107654,19730916,-9999,    9
  1760,107654,19730917,-9999,    9
  1760,107654,19730918,-9999,    9
  1760,107654,19730919,-9999,    9
  1760,107654,19730920,-9999,    9
  1760,107654,19730921,-9999,    9
  1760,107654,19730922,-9999,    9
  1760,107654,19730923,-9999,    9
  1760,107654,19730924,-9999,    9
  1760,107654,19730925,-9999,    9
  1760,107654,19730926,-9999,    9
  1760,107654,19730927,-9999,    9
  1760,107654,19730928,-9999,    9
  1760,107654,19730929,-9999,    9
  1760,107654,19730930,-9999,    9
  1760,107654,19731001,-9999,    9
  1760,107654,19731002,-9999,    9
  1760,107654,19731003,-9999,    9
  1760,107654,19731004,-9999,    9
  1760,107654,19731005,-9999,    9
  1760,107654,19731006,-9999,    9
  1760,107654,19731007,-9999,    9
  1760,107654,19731008,-9999,    9
  1760,107654,19731009,-9999,    9
  1760,107654,19731010,-9999,    9
  1760,107654,19731011,-9999,    9
  1760,107654,19731012,-9999,    9
  1760,107654,19731013,-9999,    9
  1760,107654,19731014,-9999,    9
  1760,107654,19731015,-9999,    9
  1760,107654,19731016,-9999,    9
  1760,107654,19731017,-9999,    9
  1760,107654,19731018,-9999,    9
  1760,107654,19731019,-9999,    9
  1760,107654,19731020,-9999,    9
  1760,107654,19731021,-9999,    9
  1760,107654,19731022,-9999,    9
  1760,107654,19731023,-9999,    9
  1760,107654,19731024,-9999,    9
  1760,107654,19731025,-9999,    9
  1760,107654,19731026,-9999,    9
  1760,107654,19731027,-9999,    9
  1760,107654,19731028,-9999,    9
  1760,107654,19731029,-9999,    9
  1760,107654,19731030,-9999,    9
  1760,107654,19731031,-9999,    9
  1760,107654,19731101,-9999,    9
  1760,107654,19731102,-9999,    9
  1760,107654,19731103,-9999,    9
  1760,107654,19731104,-9999,    9
  1760,107654,19731105,-9999,    9
  1760,107654,19731106,-9999,    9
  1760,107654,19731107,-9999,    9
  1760,107654,19731108,-9999,    9
  1760,107654,19731109,-9999,    9
  1760,107654,19731110,-9999,    9
  1760,107654,19731111,-9999,    9
  1760,107654,19731112,-9999,    9
  1760,107654,19731113,-9999,    9
  1760,107654,19731114,-9999,    9
  1760,107654,19731115,-9999,    9
  1760,107654,19731116,-9999,    9
  1760,107654,19731117,-9999,    9
  1760,107654,19731118,-9999,    9
  1760,107654,19731119,-9999,    9
  1760,107654,19731120,-9999,    9
  1760,107654,19731121,-9999,    9
  1760,107654,19731122,-9999,    9
  1760,107654,19731123,-9999,    9
  1760,107654,19731124,-9999,    9
  1760,107654,19731125,-9999,    9
  1760,107654,19731126,-9999,    9
  1760,107654,19731127,-9999,    9
  1760,107654,19731128,-9999,    9
  1760,107654,19731129,-9999,    9
  1760,107654,19731130,-9999,    9
  1760,107654,19731201,-9999,    9
  1760,107654,19731202,-9999,    9
  1760,107654,19731203,-9999,    9
  1760,107654,19731204,-9999,    9
  1760,107654,19731205,-9999,    9
  1760,107654,19731206,-9999,    9
  1760,107654,19731207,-9999,    9
  1760,107654,19731208,-9999,    9
  1760,107654,19731209,-9999,    9
  1760,107654,19731210,-9999,    9
  1760,107654,19731211,-9999,    9
  1760,107654,19731212,-9999,    9
  1760,107654,19731213,-9999,    9
  1760,107654,19731214,-9999,    9
  1760,107654,19731215,-9999,    9
  1760,107654,19731216,-9999,    9
  1760,107654,19731217,-9999,    9
  1760,107654,19731218,-9999,    9
  1760,107654,19731219,-9999,    9
  1760,107654,19731220,-9999,    9
  1760,107654,19731221,-9999,    9
  1760,107654,19731222,-9999,    9
  1760,107654,19731223,-9999,    9
  1760,107654,19731224,-9999,    9
  1760,107654,19731225,-9999,    9
  1760,107654,19731226,-9999,    9
  1760,107654,19731227,-9999,    9
  1760,107654,19731228,-9999,    9
  1760,107654,19731229,-9999,    9
  1760,107654,19731230,-9999,    9
  1760,107654,19731231,-9999,    9
  1760,107654,19740101,    0,    0
  1760,107654,19740102,    0,    0
  1760,107654,19740103,   11,    0
  1760,107654,19740104,-9999,    9
  1760,107654,19740105,   14,    0
  1760,107654,19740106,   20,    0
  1760,107654,19740107,   23,    0
  1760,107654,19740108,   15,    0
  1760,107654,19740109,   22,    0
  1760,107654,19740110,   16,    0
  1760,107654,19740111,   27,    0
  1760,107654,19740112,   42,    0
  1760,107654,19740113,   26,    0
  1760,107654,19740114,    0,    0
  1760,107654,19740115,    2,    0
  1760,107654,19740116,   17,    0
  1760,107654,19740117,    0,    0
  1760,107654,19740118,    9,    0
  1760,107654,19740119,    7,    0
  1760,107654,19740120,    0,    0
  1760,107654,19740121,    0,    0
  1760,107654,19740122,    3,    0
  1760,107654,19740123,   42,    0
  1760,107654,19740124,   48,    0
  1760,107654,19740125,    3,    0
  1760,107654,19740126,   23,    0
  1760,107654,19740127,    9,    0
  1760,107654,19740128,    2,    0
  1760,107654,19740129,    5,    0
  1760,107654,19740130,    4,    0
  1760,107654,19740131,    0,    0
  1760,107654,19740201,   15,    0
  1760,107654,19740202,   39,    0
  1760,107654,19740203,    9,    0
  1760,107654,19740204,   45,    0
  1760,107654,19740205,    2,    0
  1760,107654,19740206,   33,    0
  1760,107654,19740207,   65,    0
  1760,107654,19740208,    3,    0
  1760,107654,19740209,   50,    0
  1760,107654,19740210,   32,    0
  1760,107654,19740211,   24,    0
  1760,107654,19740212,   25,    0
  1760,107654,19740213,   51,    0
  1760,107654,19740214,    1,    0
  1760,107654,19740215,   11,    0
  1760,107654,19740216,   30,    0
  1760,107654,19740217,   68,    0
  1760,107654,19740218,    5,    0
  1760,107654,19740219,   17,    0
  1760,107654,19740220,    0,    0
  1760,107654,19740221,   12,    0
  1760,107654,19740222,   54,    0
  1760,107654,19740223,   44,    0
  1760,107654,19740224,    0,    0
  1760,107654,19740225,   14,    0
  1760,107654,19740226,    0,    0
  1760,107654,19740227,    0,    0
  1760,107654,19740228,   12,    0
  1760,107654,19740301,   68,    0
  1760,107654,19740302,   47,    0
  1760,107654,19740303,   89,    0
  1760,107654,19740304,   39,    0
  1760,107654,19740305,   84,    0
  1760,107654,19740306,    0,    0
  1760,107654,19740307,   86,    0
  1760,107654,19740308,   22,    0
  1760,107654,19740309,    6,    0
  1760,107654,19740310,    4,    0
  1760,107654,19740311,   53,    0
  1760,107654,19740312,   57,    0
  1760,107654,19740313,   57,    0
  1760,107654,19740314,    0,    0
  1760,107654,19740315,   19,    0
  1760,107654,19740316,   43,    0
  1760,107654,19740317,   48,    0
  1760,107654,19740318,   80,    0
  1760,107654,19740319,   79,    0
  1760,107654,19740320,   69,    0
  1760,107654,19740321,   10,    0
  1760,107654,19740322,    6,    0
  1760,107654,19740323,   28,    0
  1760,107654,19740324,    0,    0
  1760,107654,19740325,    0,    0
  1760,107654,19740326,   43,    0
  1760,107654,19740327,   42,    0
  1760,107654,19740328,    0,    0
  1760,107654,19740329,   27,    0
  1760,107654,19740330,   53,    0
  1760,107654,19740331,    0,    0
  1760,107654,19740401,-9999,    9
  1760,107654,19740402,-9999,    9
  1760,107654,19740403,-9999,    9
  1760,107654,19740404,-9999,    9
  1760,107654,19740405,-9999,    9
  1760,107654,19740406,-9999,    9
  1760,107654,19740407,-9999,    9
  1760,107654,19740408,-9999,    9
  1760,107654,19740409,-9999,    9
  1760,107654,19740410,-9999,    9
  1760,107654,19740411,-9999,    9
  1760,107654,19740412,-9999,    9
  1760,107654,19740413,-9999,    9
  1760,107654,19740414,-9999,    9
  1760,107654,19740415,-9999,    9
  1760,107654,19740416,-9999,    9
  1760,107654,19740417,-9999,    9
  1760,107654,19740418,-9999,    9
  1760,107654,19740419,-9999,    9
  1760,107654,19740420,-9999,    9
  1760,107654,19740421,-9999,    9
  1760,107654,19740422,-9999,    9
  1760,107654,19740423,-9999,    9
  1760,107654,19740424,-9999,    9
  1760,107654,19740425,-9999,    9
  1760,107654,19740426,-9999,    9
  1760,107654,19740427,-9999,    9
  1760,107654,19740428,-9999,    9
  1760,107654,19740429,-9999,    9
  1760,107654,19740430,-9999,    9
  1760,107654,19740501,-9999,    9
