Station Name: JohnstownII
Station Height: 62 M 
Latitude:52.300  ,Longitude: -6.490


maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)	
rain: -	  Precipitation Amount (mm)
cbl:  -   Mean CBL Pressure (hpa)
wdsp: -	  Mean Wind Speed (knot)
hm: -	  Highest ten minute mean wind speed (knot)		                 
ddhm: -	  Mean Wind Direction over 10 minutes at time of highest 10 minute mean (degree)                  
hg: -	  Highest Gust (knot)
soil  -   Mean 10cm soil temperature (C)
i: -	  Indicator

date,imax,maxtp,imin,mintp,irain,rain,cbl,wdsp,ihm,hm,iddhm,ddhm,ihg,hg,soil 
01-jan-2005,0,11.3,0,2.7,8, ,1008.8,11.4,0,21,0,210,0,38,7.385 
02-jan-2005,0,8.0,0,2.4,0,0.1,1019.9,7.4,0,11,0,240,0,21,4.669 
03-jan-2005,0,10.4,0,5.6,0,0.0,1020.2,11.6,0,24,0,200,0,36,6.080 
04-jan-2005,0,10.3,0,3.8,0,0.7,1012.8,11.0,0,25,0,210,0,41,7.029 
05-jan-2005,0,10.0,0,3.1,0,5.6,1012.1,9.8,0,19,0,210,0,33,5.884 
06-jan-2005,0,11.3,0,3.6,0,0.2,1013.3,13.3,0,21,0,210,0,34,6.451 
07-jan-2005,0,11.4,0,10.2,0,19.7,997.3,20.7,0,26,0,190,0,44,9.052 
08-jan-2005,0,11.0,0,2.0,0,2.7,997.0,13.7,0,26,0,230,0,46,6.837 
09-jan-2005,0,11.8,0,7.8,0,6.6,1001.7,16.4,0,24,0,210,0,40,7.753 
10-jan-2005,0,11.6,0,7.9,0,0.1,1000.7,10.9,0,23,0,200,0,39,8.417 
11-jan-2005,0,11.6,0,4.2,0,1.9,999.4,16.4,0,25,0,200,0,45,7.910 
12-jan-2005,0,7.9,0,2.4,0,0.5,1013.1,9.4,0,17,0,240,0,28,5.060 
13-jan-2005,0,9.7,0,1.6,0,0.3,1019.0,5.9,0,13,0,170,0,22,4.385 
14-jan-2005,0,10.9,0,8.2,0,7.4,1011.8,13.5,0,18,0,160,0,29,7.392 
15-jan-2005,0,11.1,0,9.0,0,3.0,1008.1,12.5,0,16,0,180,0,29,8.917 
16-jan-2005,0,10.0,0,8.0,0,4.2,1008.5,10.9,0,17,0,210,0,32,8.355 
17-jan-2005,0,9.9,0,0.5,0,2.3,999.0,11.0,0,17,0,220,0,30,7.902 
18-jan-2005,0,6.7,0,-0.1,0,1.6,998.0,10.8,0,15,0,280,0,30,4.549 
19-jan-2005,0,12.6,0,5.1,0,1.7,1007.8,9.2,0,17,0,260,0,26,6.669 
20-jan-2005,0,12.6,0,8.5,0,1.0,1007.9,13.3,0,19,0,260,0,37,8.833 
21-jan-2005,0,8.6,0,4.4,0,11.3,1012.2,4.2,0,8,0,270,0,15,7.170 
22-jan-2005,0,8.5,0,4.6,0,12.3,1012.5,6.7,0,15,0,50,0,26,6.971 
23-jan-2005,0,5.9,0,1.9,0,0.0,1024.4,9.4,0,14,0,40,0,26,4.900 
24-jan-2005,0,5.7,0,2.0,0,0.0,1030.8,9.0,0,14,0,330,0,20,4.014 
25-jan-2005,0,7.7,0,3.2,0,0.0,1029.2,9.5,0,13,0,330,0,21,4.745 
26-jan-2005,0,8.8,0,4.8,0,0.0,1029.9,6.2,0,10,0,330,0,14,5.825 
27-jan-2005,0,7.2,0,5.2,0,0.0,1026.2,7.2,0,12,0,330,0,18,5.685 
28-jan-2005,0,8.7,0,4.6,0,0.0,1022.1,8.3,0,11,0,350,0,21,5.733 
29-jan-2005,0,8.7,0,4.2,0,0.0,1025.8,5.6,0,11,0,320,0,15,6.287 
30-jan-2005,0,8.7,0,2.2,0,0.0,1031.1,4.3,0,10,0,320,0,18,5.750 
31-jan-2005,0,10.8,0,3.7,0,0.0,1032.1,7.4,0,17,0,330,0,28,6.096 
01-feb-2005,0,9.6,0,1.5,0,0.0,1033.1,7.5,0,16,0,330,0,25,6.821 
02-feb-2005,0,9.4,0,3.4,0,0.0,1033.9,4.5,0,8,0,300,0,14,5.988 
03-feb-2005,0,10.0,0,5.6,0,0.0,1030.2,5.6,0,7,0,230,0,13,6.452 
04-feb-2005,0,9.5,0,5.6,0,7.8,1018.2,8.8,0,16,0,200,0,26,6.854 
05-feb-2005,0,6.8,0,1.8,0,0.2,1010.2,4.8,0,8,0,340,0,14,5.618 
06-feb-2005,0,7.5,0,1.6,0,0.3,1014.0,6.3,0,10,0,330,0,16,4.338 
07-feb-2005,0,9.0,0,1.5,0,0.4,1013.8,6.5,0,12,0,180,0,21,4.804 
08-feb-2005,0,10.4,0,5.3,0,1.0,1014.8,8.1,0,14,0,210,0,25,6.236 
09-feb-2005,0,9.8,0,7.2,0,0.1,1014.7,11.3,0,17,0,220,0,28,7.098 
10-feb-2005,0,9.7,0,6.4,0,5.5,1013.2,5.5,0,14,0,230,0,24,8.145 
11-feb-2005,0,11.6,0,6.2,0,1.2,1008.1,6.7,0,14,0,230,0,26,8.167 
12-feb-2005,0,11.9,0,5.2,0,1.7,1006.0,11.1,0,17,0,300,0,34,8.443 
13-feb-2005,0,7.0,0,3.7,0,0.3,1015.2,14.3,0,25,0,320,0,39,5.495 
14-feb-2005,0,9.2,0,2.6,0,0.0,1020.5,7.9,0,17,0,320,0,26,4.977 
15-feb-2005,0,7.3,0,1.6,0,0.0,1022.0,5.1,0,8,0,330,0,13,5.114 
16-feb-2005,0,7.9,0,-0.5,0,0.0,1023.3,3.9,0,8,0,230,0,14,4.754 
17-feb-2005,0,9.4,0,6.0,0,0.0,1022.5,4.9,0,10,0,330,0,15,6.697 
18-feb-2005,0,11.0,0,5.2,0,0.2,1019.5,6.7,0,13,0,320,0,22,6.830 
19-feb-2005,0,7.4,0,3.6,0,0.0,1019.2,7.5,0,14,0,330,0,25,5.973 
20-feb-2005,0,5.6,0,1.2,0,0.0,1017.3,7.5,0,12,0,330,0,20,4.702 
21-feb-2005,0,4.2,0,0.4,0,4.1,1011.0,7.1,0,12,0,60,0,21,3.426 
22-feb-2005,0,6.3,0,0.8,0,0.5,1012.4,10.5,0,18,0,70,0,27,3.608 
23-feb-2005,0,4.1,0,-0.4,0,7.2,1013.5,6.2,0,12,0,40,0,18,3.294 
24-feb-2005,0,3.7,0,0.9,0,5.6,1013.5,8.8,0,13,0,350,0,23,3.213 
25-feb-2005,0,6.1,0,2.7,0,0.7,1014.8,10.2,0,15,0,60,0,25,3.941 
26-feb-2005,0,7.0,0,3.4,0,2.4,1018.3,7.7,0,11,0,0,0,20,5.093 
27-feb-2005,0,6.8,0,0.1,0,0.7,1023.2,5.4,0,11,0,70,0,19,4.865 
28-feb-2005,0,6.0,0,-1.4,0,0.0,1016.2,4.5,0,11,0,230,0,16,3.623 
01-mar-2005,0,7.5,0,1.0,0,0.1,1002.1,5.4,0,11,0,330,0,18,4.878 
02-mar-2005,0,6.3,0,0.6,0,2.1,1003.6,10.3,0,14,0,0,0,25,3.927 
03-mar-2005,0,6.8,0,-0.6,0,0.0,1013.9,7.3,0,11,0,330,0,19,3.890 
04-mar-2005,0,10.6,0,2.9,0,0.0,1013.0,7.8,0,15,0,320,0,25,5.123 
05-mar-2005,0,8.9,0,1.9,0,0.4,1015.1,7.8,0,14,0,330,0,26,4.894 
06-mar-2005,0,6.4,0,0.3,0,0.0,1023.2,4.7,0,7,0,50,0,13,5.163 
07-mar-2005,0,9.4,0,2.4,0,0.0,1026.7,5.0,0,9,0,330,0,15,5.201 
08-mar-2005,0,7.4,0,3.9,0,0.0,1028.2,4.3,0,7,0,330,0,12,6.086 
09-mar-2005,0,7.3,0,4.0,0,0.0,1029.5,3.0,0,5,0,0,0,10,6.015 
10-mar-2005,0,11.4,0,4.7,0,0.0,1024.6,5.3,0,11,0,320,0,18,6.968 
11-mar-2005,0,10.3,0,3.8,0,0.2,1014.8,7.4,0,13,0,280,0,23,6.857 
12-mar-2005,0,8.2,0,2.3,0,0.0,1008.7,5.8,0,12,0,330,0,20,6.231 
13-mar-2005,0,6.9,0,0.2,0,0.0,1006.7,4.3,0,7,0,170,0,13,5.114 
14-mar-2005,0,9.2,0,3.6,0,4.8,1001.3,9.7,0,18,0,200,0,34,6.117 
15-mar-2005,0,10.6,0,8.6,0,0.2,1002.1,14.1,0,18,0,210,0,31,8.007 
16-mar-2005,0,12.7,0,9.8,0,1.0,1004.7,14.4,0,17,0,210,0,29,9.395 
17-mar-2005,0,12.2,0,9.4,0,0.0,1013.8,12.9,0,17,0,210,0,28,9.915 
18-mar-2005,0,11.2,0,7.3,0,0.6,1020.2,7.9,0,15,0,210,0,23,9.858 
19-mar-2005,0,11.0,0,6.6,0,0.3,1016.8,4.4,0,7,0,60,0,10,9.990 
20-mar-2005,0,13.1,0,7.6,0,2.8,1007.3,8.7,0,15,0,130,0,26,9.625 
21-mar-2005,0,10.8,0,9.0,0,36.1,994.5,11.4,0,17,0,140,0,27,9.665 
22-mar-2005,0,11.9,0,9.3,0,0.8,991.9,13.1,0,17,0,210,0,27,10.400 
23-mar-2005,0,12.1,0,9.3,0,6.1,1000.3,10.8,0,18,0,130,0,28,10.060 
24-mar-2005,0,12.3,0,9.3,0,0.0,1001.6,12.0,0,18,0,160,0,30,10.592 
25-mar-2005,0,11.8,0,7.0,0,0.0,1007.3,5.2,0,8,0,190,0,13,10.448 
26-mar-2005,0,11.7,0,7.2,0,0.3,1003.5,6.2,0,10,0,30,0,17,10.170 
27-mar-2005,0,10.1,0,6.4,0,0.0,1002.5,7.3,0,12,0,40,0,18,10.012 
28-mar-2005,0,9.6,0,6.3,0,0.7,1004.2,5.1,0,8,0,100,0,11,9.562 
29-mar-2005,0,11.9,0,6.6,0,2.0,1005.8,3.8,0,6,0,50,0,10,10.663 
30-mar-2005,0,10.7,0,4.2,0,1.2,1012.0,3.5,0,9,0,0,0,14,9.450 
31-mar-2005,0,11.0,0,4.0,0,2.4,1015.2,5.1,0,8,0,180,0,14,9.740 
01-apr-2005,0,12.2,0,8.0,0,2.7,1013.9,7.1,0,11,0,190,0,19,10.585 
02-apr-2005,0,13.1,0,6.1,0,0.0,1011.2,3.9,0,7,0,80,0,12,10.655 
03-apr-2005,0,13.2,0,5.4,0,0.0,1009.3,4.0,0,9,0,300,0,15,10.118 
04-apr-2005,0,11.6,0,4.2,0,0.0,1014.4,5.9,0,13,0,210,0,20,9.472 
05-apr-2005,0,11.0,0,5.1,0,4.8,1009.2,11.3,0,19,0,190,0,32,9.247 
06-apr-2005,0,11.4,0,2.5,0,14.3,997.1,11.8,0,20,0,190,0,38,10.070 
07-apr-2005,0,9.6,0,2.9,0,0.8,999.0,10.1,0,16,0,320,0,28,8.190 
08-apr-2005,0,7.7,0,1.6,0,0.0,1014.2,10.0,0,15,0,350,0,27,7.123 
09-apr-2005,0,10.8,0,1.6,0,0.2,1021.5,7.2,0,13,0,250,0,23,7.190 
10-apr-2005,0,14.3,0,5.6,0,0.0,1022.4,6.2,0,12,0,280,0,21,9.443 
11-apr-2005,0,13.2,0,6.6,0,0.0,1021.5,7.4,0,13,0,210,0,20,10.620 
12-apr-2005,0,13.6,0,5.7,0,3.0,1013.9,6.1,0,10,0,240,0,16,11.390 
13-apr-2005,0,10.8,0,3.8,0,3.7,1001.1,6.0,0,14,0,200,0,25,10.298 
14-apr-2005,0,9.1,0,2.6,0,6.1,996.2,4.6,0,10,0,330,0,17,9.248 
15-apr-2005,0,11.0,0,5.0,0,3.0,1003.4,8.9,0,15,0,10,0,26,9.180 
16-apr-2005,0,8.7,0,2.2,0,0.0,1003.4,6.1,0,9,0,330,0,15,8.635 
17-apr-2005,0,10.5,0,6.2,0,30.8,990.8,10.8,0,19,0,160,0,33,8.720 
18-apr-2005,0,10.9,0,2.9,0,6.6,989.2,4.9,0,11,0,220,0,18,9.435 
19-apr-2005,0,10.2,0,3.2,0,3.0,1000.0,6.9,0,11,0,50,0,19,8.570 
20-apr-2005,0,10.4,0,4.9,0,0.0,1008.8,6.2,0,11,0,70,0,17,9.630 
21-apr-2005,0,12.2,0,5.3,0,0.0,1010.3,5.8,0,11,0,120,0,15,10.052 
22-apr-2005,0,11.9,0,7.2,0,6.1,1003.2,10.1,0,15,0,90,0,23,9.762 
23-apr-2005,0,9.3,0,7.7,0,5.3,1001.2,6.1,0,10,0,70,0,15,9.917 
24-apr-2005,0,12.8,0,6.4,0,0.1,1003.1,5.8,0,10,0,50,0,18,11.102 
25-apr-2005,0,12.3,0,6.2,0,0.1,1001.7,5.0,0,10,0,70,0,14,10.997 
26-apr-2005,0,12.9,0,7.2,0,0.7,999.0,8.4,0,17,0,150,0,29,11.640 
27-apr-2005,0,13.2,0,4.6,0,10.5,1002.8,9.6,0,15,0,220,0,27,11.615 
28-apr-2005,0,13.3,0,9.2,0,3.4,1000.2,15.2,0,22,0,170,0,36,12.262 
29-apr-2005,0,14.1,0,8.3,0,3.3,1009.2,6.3,0,10,0,210,0,17,12.880 
30-apr-2005,0,14.5,0,8.3,0,13.4,1003.9,4.6,0,8,0,80,0,11,12.250 
01-may-2005,0,13.4,0,9.7,0,0.9,997.7,9.2,0,14,0,190,0,25,12.645 
02-may-2005,0,13.1,0,10.8,0,14.0,998.7,9.8,0,13,0,190,0,21,12.705 
03-may-2005,0,16.4,0,8.1,0,7.3,1006.0,7.6,0,14,0,330,0,22,13.493 
04-may-2005,0,12.9,0,7.1,0,0.0,1017.2,6.7,0,13,0,330,0,27,11.993 
05-may-2005,4, ,4, ,8, , ,7.1,0,13,0,260,0,23,12.313 
06-may-2005,0,15.9,0,9.5,0,0.0,1012.8,7.3,0,14,0,260,0,25,13.023 
07-may-2005,0,15.4,0,6.7,0,0.0,1011.2,7.3,0,11,0,270,0,22,13.175 
08-may-2005,0,13.5,0,4.2,0,0.3,1011.9,5.6,0,11,0,340,0,20,12.705 
09-may-2005,0,11.1,0,3.7,0,0.0,1014.5,6.5,0,10,0,330,0,19,12.052 
10-may-2005,0,11.8,0,3.1,0,0.0,1018.1,6.7,0,12,0,50,0,18,12.470 
11-may-2005,0,13.6,0,3.9,0,0.0,1019.0,4.7,0,8,0,170,0,13,13.057 
12-may-2005,0,12.6,0,5.0,0,0.0,1015.4,7.1,0,12,0,90,0,18,13.580 
13-may-2005,0,12.9,0,8.2,0,0.0,1013.6,12.1,0,17,0,70,0,27,12.890 
14-may-2005,0,12.4,0,7.8,0,0.0,1013.2,10.7,0,15,0,40,0,26,13.222 
15-may-2005,0,13.4,0,7.5,0,0.0,1012.2,5.6,0,10,0,70,0,13,14.615 
16-may-2005,0,13.9,0,6.2,0,0.0,1013.1,5.8,0,11,0,30,0,19,14.205 
17-may-2005,0,11.5,0,3.9,0,0.0,1015.3,5.2,0,8,0,330,0,13,13.267 
18-may-2005,0,11.4,0,6.2,0,10.1,1007.8,10.0,0,16,0,160,0,27,11.903 
19-may-2005,0,13.9,0,11.0,0,2.5,999.8,11.2,0,15,0,200,0,24,13.160 
20-may-2005,0,13.9,0,8.7,0,0.4,997.3,11.3,0,18,0,200,0,32,13.892 
21-may-2005,0,12.5,0,6.3,0,5.6,997.2,5.5,0,11,0,190,0,18,12.998 
22-may-2005,0,13.8,0,5.5,0,9.2,997.5,5.3,0,12,0,210,0,19,12.745 
23-may-2005,0,13.1,0,5.0,0,6.7,1003.2,12.1,0,20,0,220,0,37,12.327 
24-may-2005,0,14.2,0,9.5,0,4.6,1003.2,12.0,0,16,0,160,0,26,13.722 
25-may-2005,0,14.2,0,10.3,0,2.5,1007.1,12.1,0,17,0,200,0,30,13.505 
26-may-2005,0,15.4,0,11.2,0,1.2,1007.1,7.2,0,13,0,200,0,22,15.253 
27-may-2005,0,12.9,0,11.0,0,1.6,1002.2,7.1,0,13,0,160,0,21,14.283 
28-may-2005,0,16.2,0,8.4,0,0.6,1003.5,11.1,0,18,0,190,0,32,14.467 
29-may-2005,0,15.0,0,6.1,0,0.0,1013.7,5.2,0,10,0,230,0,14,15.238 
30-may-2005,0,16.2,0,8.7,0,0.0,1016.8,6.0,0,12,0,230,0,20,16.913 
31-may-2005,0,16.3,0,9.9,0,0.0,1017.2,5.7,0,9,0,180,0,15,16.987 
01-jun-2005,0,15.5,0,12.1,0,6.8,1011.3,9.7,0,14,0,220,0,24,15.910 
02-jun-2005,0,14.8,0,12.2,0,1.9,1004.0,11.6,0,17,0,200,0,27,14.815 
03-jun-2005,0,15.8,0,11.1,0,1.3,999.8,9.1,0,17,0,210,0,27,15.645 
04-jun-2005,0,16.1,0,9.9,0,0.9,1006.2,7.7,0,13,0,220,0,21,15.432 
05-jun-2005,0,15.7,0,10.0,0,5.1,1009.6,3.9,0,6,0,220,0,13,15.108 
06-jun-2005,0,15.8,0,10.2,0,0.3,1018.1,6.4,0,9,0,50,0,15,16.403 
07-jun-2005,0,16.0,0,9.1,0,0.0,1027.8,5.7,0,12,0,170,0,18,16.735 
08-jun-2005,0,16.8,0,7.6,0,0.0,1029.8,3.8,0,8,0,170,0,16,17.823 
09-jun-2005,0,20.6,0,7.3,0,0.0,1026.3,2.6,0,5,0,90,0,8,18.330 
10-jun-2005,0,15.6,0,10.0,0,0.0,1020.0,5.6,0,9,0,60,0,15,18.323 
11-jun-2005,0,14.8,0,8.4,0,0.0,1013.1,5.3,0,9,0,70,0,14,18.015 
12-jun-2005,0,15.9,0,8.1,0,0.0,1007.7,5.2,0,9,0,340,0,17,16.712 
13-jun-2005,0,16.6,0,5.5,0,0.0,1004.0,5.9,0,11,0,260,0,19,16.778 
14-jun-2005,0,15.7,0,8.4,0,0.0,1001.2,8.1,0,14,0,230,0,23,17.218 
15-jun-2005,0,18.7,0,12.2,0,4.0,1001.8,8.6,0,15,0,180,0,27,16.888 
16-jun-2005,0,16.2,0,12.0,0,4.0,1009.1,11.5,0,16,0,220,0,27,16.065 
17-jun-2005,0,18.8,0,14.4,0,0.1,1017.6,8.8,0,14,0,230,0,24,17.425 
18-jun-2005,0,20.6,0,14.6,0,0.0,1015.7,5.3,0,12,0,130,0,17,18.360 
19-jun-2005,0,22.5,0,14.9,0,0.0,1010.2,5.3,0,10,0,200,0,16,20.790 
20-jun-2005,0,18.6,0,10.7,0,0.0,1011.5,7.7,0,13,0,210,0,23,20.212 
21-jun-2005,0,18.6,0,13.4,0,0.0,1013.0,8.9,0,13,0,210,0,20,20.307 
22-jun-2005,0,18.7,0,13.1,0,0.0,1014.2,10.1,0,15,0,200,0,22,20.035 
23-jun-2005,0,19.3,0,12.4,0,0.1,1011.7,6.9,0,11,0,220,0,17,19.888 
24-jun-2005,0,17.2,0,13.3,0,0.0,1011.2,5.0,0,10,0,330,0,15,18.475 
25-jun-2005,0,16.1,0,13.2,0,0.5,1016.7,7.8,0,12,0,10,0,20,17.020 
26-jun-2005,0,17.0,0,11.0,0,0.0,1021.2,7.4,0,12,0,60,0,17,18.360 
27-jun-2005,0,18.7,0,9.9,0,0.0,1017.4,5.8,0,10,0,70,0,14,19.465 
28-jun-2005,0,18.6,0,11.9,0,13.1,1008.3,6.9,0,11,0,40,0,21,17.270 
29-jun-2005,0,19.2,0,14.0,0,3.1,1000.3,5.2,0,9,0,170,0,15,17.770 
30-jun-2005,0,19.0,0,12.9,0,0.9,999.4,6.5,0,15,0,220,0,26,18.458 
01-jul-2005,0,17.3,0,10.5,0,4.3,1004.8,5.4,0,11,0,220,0,19,16.690 
02-jul-2005,0,18.3,0,11.6,0,2.9,1006.3,10.5,0,17,0,200,0,30,17.280 
03-jul-2005,0,15.0,0,8.8,0,2.0,1006.8,7.5,0,13,0,200,0,20,15.340 
04-jul-2005,0,17.2,0,8.5,0,1.7,1005.2,6.4,0,13,0,220,0,20,15.797 
05-jul-2005,0,19.5,0,12.6,0,2.1,1000.7,7.7,0,13,0,270,0,23,16.900 
06-jul-2005,0,17.2,0,11.8,0,0.0,1007.7,7.0,0,11,0,290,0,22,16.515 
07-jul-2005,0,18.0,0,12.5,0,0.1,1013.8,5.0,0,9,0,330,0,14,16.565 
08-jul-2005,0,19.6,0,14.6,0,0.1,1016.5,3.3,0,7,0,70,0,13,17.782 
09-jul-2005,0,20.3,0,13.8,0,0.0,1020.4,3.4,0,7,0,60,0,11,20.245 
10-jul-2005,0,21.8,0,15.1,0,0.0,1024.7,4.8,0,9,0,70,0,13,21.690 
11-jul-2005,0,22.7,0,15.5,0,0.0,1027.0,5.1,0,9,0,70,0,13,22.108 
12-jul-2005,0,23.2,0,15.9,0,0.0,1024.8,4.9,0,9,0,70,0,12,22.693 
13-jul-2005,0,19.0,0,13.1,0,0.0,1020.3,4.4,0,7,0,60,0,11,21.815 
14-jul-2005,0,22.4,0,12.6,0,0.0,1013.2,5.8,0,11,0,220,0,18,21.370 
15-jul-2005,0,21.2,0,13.9,0,0.0,1010.4,4.6,0,9,0,300,0,17,21.395 
16-jul-2005,0,19.9,0,11.6,0,0.0,1013.2,5.2,0,8,0,330,0,13,20.915 
17-jul-2005,0,22.4,0,12.1,0,0.0,1008.1,6.1,0,12,0,230,0,19,21.645 
18-jul-2005,0,19.9,0,12.7,0,0.2,1003.3,7.8,0,13,0,260,0,22,20.155 
19-jul-2005,0,20.4,0,10.4,0,0.0,1010.4,7.7,0,13,0,210,0,23,19.055 
20-jul-2005,0,22.3,0,14.3,0,0.4,1016.9,5.5,0,10,0,260,0,19,18.980 
21-jul-2005,0,22.2,0,14.2,0,0.1,1017.8,4.2,0,9,0,320,0,14,19.772 
22-jul-2005,0,20.4,0,14.9,0,0.5,1011.2,4.4,0,8,0,190,0,12,19.573 
23-jul-2005,0,19.0,0,14.8,0,13.1,1001.3,6.3,0,13,0,80,0,19,18.960 
24-jul-2005,0,15.4,0,13.6,0,45.7,994.4,11.6,0,15,0,70,0,26,16.680 
25-jul-2005,0,17.8,0,12.5,0,0.0,1001.4,6.5,0,12,0,60,0,18,16.778 
26-jul-2005,0,17.2,0,11.7,0,0.0,1005.1,5.8,0,10,0,70,0,16,17.640 
27-jul-2005,0,17.4,0,11.4,0,0.0,1003.2,7.1,0,11,0,50,0,19,17.745 
28-jul-2005,0,13.7,0,11.9,0,31.4,999.8,9.9,0,14,0,10,0,25,15.753 
29-jul-2005,0,15.0,0,11.4,0,11.1,1003.7,6.3,0,9,0,320,0,15,15.163 
30-jul-2005,0,15.1,0,12.4,0,3.7,1007.3,5.3,0,8,0,320,0,14,15.293 
31-jul-2005,0,16.5,0,12.3,0,0.0,1010.3,3.0,0,6,0,310,0,10,15.800 
01-aug-2005,0,16.9,0,12.0,0,0.0,1013.6,4.0,0,6,0,70,0,9,16.045 
02-aug-2005,0,18.5,0,11.1,0,0.3,1013.9,6.6,0,15,0,210,0,23,16.142 
03-aug-2005,0,20.6,0,10.6,0,0.0,1018.6,6.6,0,11,0,270,0,22,16.202 
04-aug-2005,0,17.0,0,11.5,0,9.2,1015.7,7.1,0,12,0,210,0,20,15.855 
05-aug-2005,0,20.6,0,13.3,0,0.1,1014.2,6.1,0,10,0,310,0,17,16.882 
06-aug-2005,0,14.5,0,12.1,0,0.2,1016.5,3.6,0,7,0,310,0,14,16.272 
07-aug-2005,0,17.8,0,10.6,0,0.0,1015.9,4.0,0,8,0,60,0,12,16.618 
08-aug-2005,0,20.6,0,10.8,0,0.0,1015.6,4.4,0,7,0,210,0,13,16.722 
09-aug-2005,0,22.4,0,13.4,0,0.0,1013.0,3.7,0,6,0,330,0,9,18.025 
10-aug-2005,0,23.6,0,15.1,0,0.0,1012.2,3.8,0,8,0,200,0,11,19.125 
11-aug-2005,0,21.2,0,12.2,0,0.0,1010.8,4.4,0,9,0,300,0,15,18.305 
12-aug-2005,0,18.7,0,10.2,0,0.0,1012.3,4.4,0,8,0,320,0,14,17.295 
13-aug-2005,0,20.5,0,13.6,0,2.1,1009.2,7.3,0,12,0,260,0,21,17.375 
14-aug-2005,0,19.0,0,12.8,0,0.0,1016.2,5.8,0,11,0,310,0,19,16.528 
15-aug-2005,0,20.4,0,12.3,0,0.0,1020.1,4.0,0,8,0,210,0,13,17.310 
16-aug-2005,0,20.4,0,12.5,0,0.0,1016.6,4.0,0,8,0,210,0,12,18.417 
17-aug-2005,4, ,4, ,8, , ,5.4,0,10,0,200,0,15,17.450 
18-aug-2005,0,16.6,0,12.4,0,4.7,1010.3,4.7,0,9,0,330,0,16,17.162 
19-aug-2005,0,18.6,0,10.1,0,0.5,1015.4,6.0,0,10,0,310,0,16,16.007 
20-aug-2005,0,19.4,0,11.3,0,0.0,1019.5,5.6,0,10,0,320,0,17,15.885 
21-aug-2005,0,18.2,0,13.6,0,5.9,1015.7,7.4,0,13,0,200,0,23,16.910 
22-aug-2005,0,19.2,0,10.3,0,1.6,1013.6,5.1,0,9,0,320,0,18,16.565 
23-aug-2005,0,18.1,0,9.9,0,0.0,1008.9,10.0,0,18,0,210,0,28,15.983 
24-aug-2005,0,18.0,0,10.2,0,5.3,998.5,9.3,0,20,0,200,0,34,16.497 
25-aug-2005,0,17.6,0,8.5,0,0.7,1001.1,7.1,0,16,0,260,0,25,15.138 
26-aug-2005,0,16.7,0,9.1,0,0.9,1007.1,7.1,0,13,0,230,0,24,14.983 
27-aug-2005,0,19.4,0,12.4,0,0.0,1010.3,5.2,0,9,0,210,0,14,16.210 
28-aug-2005,0,18.5,0,13.9,0,0.0,1011.9,11.8,0,18,0,220,0,31,16.690 
29-aug-2005,0,20.3,0,12.4,0,0.6,1014.8,5.5,0,14,0,210,0,21,17.198 
30-aug-2005,0,20.0,0,14.1,0,1.4,1013.6,3.9,0,8,0,150,0,12,17.257 
31-aug-2005,0,19.4,0,13.7,0,1.3,1003.6,4.5,0,8,0,160,0,13,17.320 
01-sep-2005,0,18.5,0,11.2,0,0.0,1009.0,4.6,0,11,0,220,0,16,16.615 
02-sep-2005,0,19.1,0,10.4,0,0.0,1017.9,5.1,0,12,0,180,0,20,16.147 
03-sep-2005,0,20.0,0,12.2,0,0.1,1017.2,7.4,0,14,0,120,0,23,16.450 
04-sep-2005,0,19.0,0,12.9,0,0.1,1010.7,5.2,0,10,0,120,0,17,16.938 
05-sep-2005,0,19.0,0,12.5,0,0.1,1006.0,4.5,0,9,0,90,0,13,17.145 
06-sep-2005,0,20.4,0,11.6,0,0.2,1003.3,4.6,0,7,0,210,0,10,17.472 
07-sep-2005,0,18.9,0,14.7,0,0.5,1002.1,10.2,0,17,0,210,0,26,17.858 
08-sep-2005,0,17.9,0,13.7,0,3.2,1003.2,3.8,0,10,0,210,0,16,17.503 
09-sep-2005,0,18.0,0,14.0,0,34.0,1001.8,7.1,0,12,0,90,0,19,16.335 
10-sep-2005,0,16.8,0,14.1,0,0.7,1006.8,8.2,0,11,0,10,0,21,16.410 
11-sep-2005,0,16.7,0,11.8,0,0.0,1012.9,5.8,0,10,0,0,0,16,16.173 
12-sep-2005,0,19.7,0,11.2,0,0.0,1016.5,4.2,0,8,0,210,0,12,16.622 
13-sep-2005,0,18.9,0,12.1,0,0.1,1014.9,12.2,0,19,0,210,0,30,16.533 
14-sep-2005,0,19.8,0,14.5,0,0.3,1015.0,5.4,0,11,0,220,0,20,17.590 
15-sep-2005,0,20.1,0,9.1,0,8.9,1009.7,7.5,0,12,0,10,0,22,17.320 
16-sep-2005,0,14.4,0,8.2,0,0.0,1017.4,7.3,0,10,0,330,0,19,14.267 
17-sep-2005,0,15.8,0,7.5,0,0.0,1022.5,4.8,0,7,0,320,0,13,14.070 
18-sep-2005,0,16.2,0,9.6,0,0.0,1020.5,5.0,0,11,0,210,0,19,14.702 
19-sep-2005,0,16.7,0,10.4,0,1.6,1016.8,8.8,0,15,0,200,0,25,14.425 
20-sep-2005,0,18.0,0,10.4,0,0.0,1017.8,2.9,0,7,0,210,0,11,15.285 
21-sep-2005,0,18.2,0,12.0,0,2.7,1013.4,8.2,0,15,0,200,0,24,15.415 
