Station Name: JohnstownII
Station Height: 62 M 
Latitude:52.300  ,Longitude: -6.490


maxtp: -  Maximum Air Temperature (C)	  
mintp: -  Minimum  Air Temperature (C)	
rain: -	  Precipitation Amount (mm)
cbl:  -   Mean CBL Pressure (hpa)
wdsp: -	  Mean Wind Speed (knot)
hm: -	  Highest ten minute mean wind speed (knot)		                 
ddhm: -	  Mean Wind Direction over 10 minutes at time of highest 10 minute mean (degree)                  
hg: -	  Highest Gust (knot)
soil  -   Mean 10cm soil temperature (C)
i: -	  Indicator

date,imax,maxtp,imin,mintp,irain,rain,cbl,wdsp,ihm,hm,iddhm,ddhm,ihg,hg,soil 
24-apr-2007,0,13.3,0,10.6,0,7.1,1002.0,8.4,0,14,0,170,0,24,12.807 
25-apr-2007,0,15.5,0,8.0,0,0.7,1005.1,9.3,0,18,0,260,0,32,13.040 
26-apr-2007,0,13.9,0,6.4,0,0.0,1017.3,6.2,0,9,0,70,0,14,12.625 
27-apr-2007,0,13.4,0,8.6,8, ,1018.4,7.3,0,13,0,50,0,23,12.980 
28-apr-2007,0,16.0,0,10.3,0,0.0,1016.5,6.4,0,11,0,60,0,20,13.938 
29-apr-2007,0,14.3,0,9.8,0,0.7,1012.2,4.9,0,9,0,110,0,12,13.972 
30-apr-2007,0,14.6,0,10.4,0,4.7,1008.4,6.4,0,10,0,60,0,19,13.635 
01-may-2007,0,16.9,0,9.7,0,0.0,1007.5,8.5,0,13,0,40,0,21,14.080 
02-may-2007,0,16.1,0,9.9,0,0.0,1010.5,6.7,0,11,0,50,0,18,14.605 
03-may-2007,0,16.9,0,9.1,0,0.0,1012.6,5.6,0,10,0,70,0,15,15.015 
04-may-2007,0,15.2,0,7.9,0,0.0,1012.3,5.8,0,10,0,60,0,15,15.083 
05-may-2007,0,15.9,0,5.5,0,0.0,1011.4,7.0,0,13,0,230,0,23,14.548 
06-may-2007,0,13.8,0,10.9,0,3.9,1007.4,7.5,0,13,0,230,0,23,14.618 
07-may-2007,0,16.5,0,9.2,0,1.6,1003.8,7.2,0,14,0,260,0,25,14.275 
08-may-2007,0,15.3,0,8.1,0,2.0,1004.0,8.1,0,15,0,250,0,28,13.577 
09-may-2007,0,12.8,0,8.1,0,2.8,1002.0,7.8,0,16,0,230,0,28,12.570 
10-may-2007,0,14.4,0,9.7,0,0.0,994.8,10.7,0,15,0,220,0,25,13.170 
11-may-2007,0,13.3,0,7.3,0,9.3,992.3,7.8,0,14,0,210,0,25,12.568 
12-may-2007,0,14.4,0,7.6,0,0.0,993.3,7.6,0,16,0,220,0,26,12.993 
13-may-2007,0,11.0,0,8.5,0,12.4,993.6,7.1,0,14,0,330,0,24,12.253 
14-may-2007,0,15.4,0,6.6,0,2.9,1001.8,8.8,0,14,0,330,0,24,11.910 
15-may-2007,0,15.1,0,10.3,0,2.4,1005.7,4.7,0,10,0,220,0,17,13.200 
16-may-2007,0,17.5,0,9.8,0,0.7,1006.7,7.3,0,16,0,260,0,27,13.403 
17-may-2007,0,23.6,0,11.9,0,0.0,1007.8,8.2,0,12,0,280,0,22,16.180 
18-may-2007,0,14.3,0,9.6,0,0.4,1002.9,14.5,0,21,0,220,0,35,15.290 
19-may-2007,0,14.8,0,6.5,0,0.0,1003.4,9.2,0,14,0,240,0,25,14.545 
20-may-2007,0,14.3,0,5.2,0,0.0,1010.3,5.1,0,10,0,240,0,16,14.868 
21-may-2007,0,16.5,0,6.9,0,0.0,1013.4,5.4,0,8,0,90,0,13,15.830 
22-may-2007,0,17.3,0,7.9,0,0.0,1015.4,5.8,0,11,0,210,0,15,15.855 
23-may-2007,0,20.2,0,11.0,0,0.0,1016.2,4.7,0,8,0,190,0,12,17.125 
24-may-2007,0,17.3,0,13.0,8, ,1010.7,5.6,0,12,0,230,0,17,17.350 
25-may-2007,0,15.8,0,7.1,0,0.0,1005.7,5.8,0,11,0,340,0,22,16.943 
26-may-2007,0,12.9,0,4.6,0,2.1,999.9,4.3,0,10,0,230,0,16,14.958 
27-may-2007,0,13.2,0,6.8,0,6.0,998.6,10.7,0,18,0,20,0,33,13.118 
28-may-2007,0,12.4,0,5.7,8, ,1006.2,7.0,0,12,0,340,0,21,13.150 
29-may-2007,0,14.8,0,5.3,0,0.0,1003.2,5.3,0,11,0,210,0,16,14.073 
30-may-2007,0,14.6,0,7.2,0,6.8,994.6,9.1,0,17,0,220,0,29,13.565 
31-may-2007,0,17.0,0,8.8,0,0.3,999.3,4.7,0,8,0,150,0,12,15.177 
01-jun-2007,0,16.5,0,8.3,0,0.0,1009.5,5.8,0,10,0,180,0,18,15.763 
02-jun-2007,0,13.7,0,12.5,0,4.5,1014.4,8.5,0,12,0,170,0,20,14.972 
03-jun-2007,0,16.5,0,11.6,0,31.9,1016.7,2.2,0,9,0,330,0,17,14.637 
04-jun-2007,0,16.3,0,8.9,0,0.1,1021.1,5.8,0,9,0,340,0,17,14.243 
05-jun-2007,0,17.7,0,10.6,0,0.0,1019.2,5.5,0,9,0,80,0,14,16.247 
06-jun-2007,0,16.7,0,10.1,8, ,1016.8,5.1,0,8,0,70,0,14,16.935 
07-jun-2007,0,16.2,0,9.8,0,0.0,1015.5,6.2,0,11,0,80,0,18,17.190 
08-jun-2007,0,20.0,0,10.4,0,0.0,1014.3,3.1,0,6,0,210,0,9,17.910 
09-jun-2007,0,18.2,0,9.3,0,0.0,1013.2,3.1,0,7,0,80,0,10,18.503 
10-jun-2007,0,20.5,0,11.4,0,0.0,1010.5,3.8,0,8,0,80,0,11,19.247 
11-jun-2007,0,19.3,0,13.4,0,0.0,1008.9,4.7,0,8,0,170,0,13,18.680 
12-jun-2007,0,18.4,0,13.5,0,0.0,1005.8,7.5,0,12,0,220,0,20,18.423 
13-jun-2007,0,18.2,0,11.4,0,5.8,1000.1,4.3,0,9,0,170,0,14,18.073 
14-jun-2007,0,16.6,0,11.1,0,7.5,995.1,2.6,0,11,0,80,0,17,16.222 
15-jun-2007,0,17.0,0,10.8,0,22.0,992.8,2.2,0,9,0,80,0,15,16.120 
16-jun-2007,0,15.1,0,10.4,0,0.2,995.9,2.2,0,7,0,10,0,10,15.198 
17-jun-2007,0,16.4,0,10.8,0,0.0,997.3,3.5,0,8,0,90,0,12,16.625 
18-jun-2007,0,17.5,0,12.3,0,0.7,998.5,6.7,0,13,0,210,0,20,16.360 
19-jun-2007,0,15.6,0,12.8,0,19.5,998.6,3.8,0,11,0,90,0,20,15.905 
20-jun-2007,0,17.0,0,12.8,0,3.5,995.3,10.9,0,19,0,170,0,32,15.725 
21-jun-2007,0,15.8,0,12.4,0,12.6,996.9,5.0,0,14,0,110,0,19,15.477 
22-jun-2007,0,18.1,0,12.7,0,11.5,1001.5,3.0,0,7,0,240,0,11,16.455 
23-jun-2007,0,16.5,0,10.8,0,0.0,1003.5,4.8,0,10,0,250,0,18,16.175 
24-jun-2007,0,14.7,0,9.9,0,6.6,1000.7,2.9,0,5,0,330,0,9,15.573 
25-jun-2007,0,16.7,0,10.4,0,3.4,1003.5,10.3,0,15,0,340,0,27,14.995 
26-jun-2007,0,16.3,0,8.9,0,0.1,1007.0,7.3,0,13,0,340,0,22,14.080 
27-jun-2007,0,17.1,0,8.8,0,0.7,1002.8,5.0,0,9,0,320,0,17,14.587 
28-jun-2007,0,15.2,0,8.1,0,2.8,1000.7,8.2,0,16,0,230,0,27,14.097 
29-jun-2007,0,19.0,0,12.4,0,1.2,1000.6,6.5,0,11,0,220,0,18,15.613 
30-jun-2007,0,17.5,0,13.3,0,15.0,997.1,9.6,0,15,0,200,0,23,16.042 
01-jul-2007,0,17.4,0,13.2,0,11.2,989.1,9.4,0,15,0,230,0,25,16.480 
02-jul-2007,0,17.9,0,12.1,0,0.5,993.0,8.1,0,16,0,220,0,25,16.493 
03-jul-2007,0,16.9,0,11.5,0,5.9,995.0,6.6,0,12,0,270,0,22,15.938 
04-jul-2007,0,18.8,0,10.5,0,0.0,1002.4,9.3,0,18,0,260,0,34,15.725 
05-jul-2007,0,16.5,0,12.0,0,2.5,1000.0,10.6,0,20,0,230,0,33,15.337 
06-jul-2007,0,19.0,0,11.1,0,0.1,1004.8,9.4,0,14,0,270,0,28,15.323 
07-jul-2007,0,17.0,0,8.1,0,1.8,1010.8,5.1,0,11,0,230,0,17,15.467 
08-jul-2007,0,17.7,0,9.6,0,1.7,1010.1,5.3,0,13,0,230,0,20,16.265 
09-jul-2007,0,16.3,0,10.3,0,2.0,1008.0,7.0,0,11,0,270,0,20,15.858 
10-jul-2007,0,18.3,0,11.4,0,0.2,1008.8,5.2,0,9,0,280,0,20,15.620 
11-jul-2007,0,17.9,0,10.4,0,1.6,1009.5,5.7,0,10,0,220,0,16,15.922 
12-jul-2007,0,21.7,0,14.2,0,0.0,1006.5,5.9,0,11,0,210,0,18,17.630 
13-jul-2007,0,15.9,0,11.4,0,28.0,999.5,6.8,0,12,0,190,0,21,16.528 
14-jul-2007,0,18.0,0,11.2,0,0.0,1002.5,7.1,0,14,0,220,0,22,16.885 
15-jul-2007,0,16.2,0,12.2,0,5.8,1003.2,4.8,0,9,0,70,0,15,17.055 
16-jul-2007,0,18.2,0,13.6,0,0.0,999.8,6.6,0,12,0,190,0,19,17.288 
17-jul-2007,0,18.9,0,12.8,0,0.0,1002.8,5.2,0,11,0,220,0,17,17.888 
18-jul-2007,0,18.5,0,8.8,0,0.0,1009.2,6.8,0,14,0,220,0,22,17.655 
19-jul-2007,0,19.5,0,10.1,0,0.0,1012.2,3.0,0,7,0,200,0,14,17.993 
20-jul-2007,0,15.6,0,11.8,0,5.8,1010.7,3.8,0,8,0,70,0,13,17.198 
21-jul-2007,0,15.6,0,11.8,0,3.7,1007.7,3.1,0,6,0,220,0,8,16.503 
22-jul-2007,0,18.1,0,11.4,0,0.2,1001.2,4.0,0,10,0,190,0,18,17.045 
23-jul-2007,0,18.2,0,13.2,0,0.1,998.4,5.8,0,11,0,60,0,20,17.620 
24-jul-2007,0,18.2,0,10.7,0,5.6,1003.6,7.2,0,12,0,210,0,20,17.080 
25-jul-2007,0,17.8,0,14.1,0,5.6,998.7,12.0,0,17,0,210,0,27,17.562 
26-jul-2007,0,18.1,0,12.9,0,4.1,995.1,9.2,0,16,0,220,0,26,17.360 
27-jul-2007,0,18.6,0,12.0,0,0.2,1002.8,7.0,0,14,0,230,0,24,17.302 
28-jul-2007,0,18.4,0,10.8,0,10.7,1008.3,3.9,0,8,0,240,0,13,17.140 
29-jul-2007,0,17.6,0,12.1,0,0.4,1013.3,3.5,0,7,0,230,0,11,17.048 
30-jul-2007,0,18.5,0,10.4,0,0.0,1017.7,5.1,0,8,0,180,0,12,16.765 
31-jul-2007,0,18.8,0,11.3,0,0.0,1013.8,4.6,0,8,0,180,0,12,17.390 
01-aug-2007,0,18.7,0,10.8,0,0.5,1008.6,5.1,0,10,0,230,0,16,17.337 
02-aug-2007,0,19.2,0,12.8,0,1.7,1009.5,4.5,0,8,0,210,0,13,17.438 
03-aug-2007,0,17.4,0,13.3,0,1.0,1010.8,10.6,0,19,0,210,0,30,17.167 
04-aug-2007,0,18.2,0,15.5,0,9.7,1008.0,9.6,0,15,0,210,0,24,17.413 
05-aug-2007,0,17.0,0,11.9,0,23.0,1002.1,6.9,0,12,0,170,0,20,17.065 
06-aug-2007,0,16.5,0,11.5,0,2.8,1005.5,4.8,0,10,0,210,0,15,16.425 
07-aug-2007,0,16.6,0,10.4,0,0.0,1012.8,5.3,0,9,0,0,0,16,16.032 
08-aug-2007,0,18.6,0,9.7,0,0.0,1016.4,4.4,0,9,0,220,0,15,16.380 
09-aug-2007,0,18.5,0,11.1,0,0.0,1014.4,7.0,0,13,0,210,0,22,16.620 
10-aug-2007,0,18.4,0,13.8,0,0.7,1012.2,4.4,0,9,0,210,0,14,17.345 
11-aug-2007,0,17.5,0,14.2,0,7.1,1006.3,5.4,0,11,0,190,0,18,17.302 
12-aug-2007,0,17.3,0,11.5,0,1.7,1002.5,5.9,0,11,0,230,0,18,17.007 
13-aug-2007,0,18.2,0,10.8,0,3.1,998.3,5.4,0,11,0,190,0,19,17.042 
14-aug-2007,0,17.9,0,14.2,0,5.2,988.1,5.8,0,11,0,220,0,18,17.583 
15-aug-2007,0,18.6,0,10.6,0,8.0,992.6,6.5,0,10,0,340,0,18,16.770 
16-aug-2007,0,16.9,0,7.3,0,0.7,1005.5,4.9,0,9,0,230,0,17,15.863 
17-aug-2007,0,16.7,0,10.7,0,4.0,1005.9,6.9,0,12,0,190,0,24,16.065 
18-aug-2007,0,18.3,0,13.5,0,16.6,999.7,8.3,0,14,0,180,0,24,16.635 
19-aug-2007,0,17.8,0,11.1,0,0.0,1006.0,7.7,0,15,0,330,0,28,15.425 
20-aug-2007,0,17.4,0,11.1,0,23.8,1005.4,5.3,0,13,0,10,0,22,15.725 
21-aug-2007,0,18.8,0,9.8,0,0.0,1015.2,7.7,0,11,0,330,0,19,14.932 
22-aug-2007,0,22.4,0,14.0,0,0.0,1017.3,5.4,0,9,0,50,0,15,16.590 
23-aug-2007,0,19.1,0,12.7,0,0.0,1017.4,4.6,0,9,0,340,0,16,16.965 
24-aug-2007,0,22.7,0,15.2,0,0.0,1021.2,4.6,0,9,0,330,0,14,17.528 
25-aug-2007,0,22.1,0,12.1,0,0.0,1023.3,2.7,0,9,0,220,0,13,17.925 
26-aug-2007,0,17.6,0,11.5,0,0.0,1025.3,4.5,0,9,0,70,0,14,17.487 
27-aug-2007,0,17.0,0,10.8,0,0.0,1022.5,3.6,0,8,0,350,0,12,16.358 
28-aug-2007,0,18.6,0,10.8,0,0.0,1018.5,2.6,0,6,0,70,0,9,16.443 
29-aug-2007,0,17.1,0,11.2,0,0.0,1018.6,4.2,0,8,0,330,0,15,16.093 
30-aug-2007,0,20.4,0,14.0,0,0.0,1020.2,6.4,0,11,0,320,0,20,17.403 
31-aug-2007,0,20.6,0,13.7,0,0.0,1019.2,4.6,0,9,0,250,0,16,17.792 
01-sep-2007,0,18.2,0,12.1,0,0.0,1016.5,4.5,0,9,0,230,0,15,17.110 
02-sep-2007,0,20.7,0,13.7,0,0.0,1012.6,5.4,0,12,0,240,0,18,17.542 
03-sep-2007,0,18.2,0,9.9,0,0.0,1017.9,2.9,0,8,0,0,0,16,17.245 
04-sep-2007,0,20.2,0,10.3,0,0.0,1023.8,3.3,0,8,0,230,0,13,17.443 
05-sep-2007,0,20.0,0,13.4,0,0.0,1026.2,3.2,0,7,0,330,0,15,18.410 
06-sep-2007,0,19.8,0,15.3,0,0.0,1027.6,3.3,0,6,0,80,0,10,18.685 
07-sep-2007,0,20.8,0,12.2,0,0.0,1027.0,1.9,0,5,0,230,0,9,18.805 
08-sep-2007,0,18.3,0,12.6,0,0.0,1024.3,3.2,0,7,0,80,0,12,18.105 
09-sep-2007,0,19.0,0,13.1,0,0.0,1021.2,4.0,0,6,0,270,0,11,18.423 
10-sep-2007,0,20.1,0,12.6,0,0.0,1019.4,5.3,0,11,0,330,0,20,18.110 
11-sep-2007,0,19.5,0,9.3,0,0.0,1022.3,3.4,0,8,0,320,0,13,17.210 
12-sep-2007,0,17.8,0,14.5,0,0.0,1023.5,2.3,0,5,0,340,0,8,17.410 
13-sep-2007,0,20.2,0,13.2,0,0.0,1018.3,3.3,0,7,0,230,0,12,18.048 
14-sep-2007,0,18.0,0,11.8,0,0.5,1016.5,4.4,0,8,0,340,0,17,17.620 
15-sep-2007,0,17.3,0,8.8,0,0.0,1015.8,5.9,0,13,0,220,0,22,16.800 
16-sep-2007,0,17.5,0,9.5,0,2.2,1005.5,8.3,0,17,0,210,0,27,16.292 
17-sep-2007,0,14.1,0,6.5,0,0.0,1011.8,7.4,0,16,0,330,0,28,14.398 
18-sep-2007,0,14.2,0,4.7,0,0.1,1018.4,6.1,0,11,0,220,0,17,13.735 
19-sep-2007,0,16.8,0,12.4,0,5.1,1011.1,10.8,0,16,0,230,0,26,14.812 
20-sep-2007,0,17.1,0,10.9,0,3.0,1007.6,7.0,0,15,0,220,0,26,15.235 
21-sep-2007,0,18.0,0,11.2,0,19.6,1006.9,3.9,0,15,0,220,0,27,16.048 
22-sep-2007,0,17.3,0,8.2,8, ,1010.2,5.8,0,12,0,200,0,21,15.542 
23-sep-2007,0,17.5,0,11.3,0,15.7,1001.8,9.2,0,14,0,210,0,23,16.093 
24-sep-2007,0,14.9,0,8.2,0,4.0,1001.5,8.2,0,16,0,260,0,29,14.438 
25-sep-2007,0,15.2,0,8.0,0,0.0,1013.8,7.9,0,14,0,340,0,26,13.445 
26-sep-2007,0,12.7,0,6.3,0,0.0,1021.7,7.3,0,13,0,0,0,20,12.230 
27-sep-2007,0,12.3,0,5.7,0,0.0,1018.9,5.8,0,9,0,30,0,15,11.740 
28-sep-2007,0,14.8,0,8.1,0,0.0,1012.5,5.1,0,10,0,80,0,16,12.997 
29-sep-2007,0,15.1,0,11.8,0,0.0,1009.3,1.8,0,6,0,90,0,9,13.597 
30-sep-2007,0,15.1,0,11.1,0,0.6,1012.5,1.8,0,8,0,130,0,12,13.788 
01-oct-2007,0,13.8,0,12.1,0,1.4,1014.7,4.0,0,11,0,100,0,15,13.615 
02-oct-2007,0,15.0,0,12.6,0,14.4,1013.8,1.9,0,6,0,180,0,11,13.818 
03-oct-2007,0,16.0,0,9.6,0,5.5,1010.2,4.6,0,13,0,220,0,21,14.295 
04-oct-2007,0,16.0,0,6.5,0,0.0,1015.6,1.5,0,7,0,210,0,11,13.315 
05-oct-2007,0,16.7,0,8.1,0,0.1,1018.2,1.1,0,7,0,140,0,11,13.133 
06-oct-2007,0,15.8,0,9.0,0,0.1,1017.8,1.2,0,5,0,110,0,8,13.035 
07-oct-2007,0,14.5,0,8.4,0,0.2,1016.7,0.9,0,4,0,350,0,7,12.575 
08-oct-2007,0,15.2,0,9.4,0,3.2,1017.4,3.4,0,9,0,210,0,17,12.970 
09-oct-2007,0,17.5,0,11.3,0,0.8,1017.5,2.9,0,10,0,210,0,17,14.265 
10-oct-2007,0,17.2,0,9.3,0,0.0,1021.8,1.8,0,7,0,330,0,12,13.630 
11-oct-2007,2,18.1,2,10.8,8, , ,2.8,0,9,0,230,0,13,14.205 
12-oct-2007,0,18.5,0,12.4,0,0.0,1020.2,1.6,0,8,0,220,0,12,15.120 
13-oct-2007,0,16.7,0,10.4,0,0.2,1017.0,2.2,0,9,0,200,0,16,14.675 
14-oct-2007,0,17.0,0,12.0,0,0.0,1011.0,2.4,0,8,0,240,0,14,14.302 
15-oct-2007,0,15.3,0,10.7,0,0.5,1004.3,6.2,0,15,0,210,0,24,13.932 
16-oct-2007,0,14.0,0,8.6,0,3.2,1006.7,2.2,0,11,0,220,0,18,13.210 
17-oct-2007,0,14.2,0,4.9,0,0.0,1017.7,1.3,0,6,0,330,0,10,11.812 
18-oct-2007,0,15.1,0,4.4,0,0.0,1026.5,1.3,0,6,0,180,0,10,11.472 
19-oct-2007,0,15.2,0,8.0,0,0.0,1027.8,2.7,0,8,0,170,0,14,12.250 
20-oct-2007,0,15.3,0,9.1,0,0.0,1026.5,3.1,0,10,0,170,0,16,11.832 
21-oct-2007,0,14.1,0,11.2,0,0.0,1019.8,7.0,0,11,0,180,0,18,12.208 
22-oct-2007,0,14.1,0,12.4,0,0.9,1012.6,7.4,0,11,0,170,0,19,12.667 
23-oct-2007,0,14.3,0,6.1,0,0.0,1017.1,2.7,0,9,0,140,0,16,12.208 
24-oct-2007,0,11.2,0,4.5,0,0.0,1021.4,1.8,0,7,0,110,0,12,10.233 
25-oct-2007,0,11.3,0,7.6,0,0.0,1018.2,0.6,0,5,0,170,0,10,10.620 
26-oct-2007,0,14.0,0,10.8,0,5.4,1013.3,5.8,0,13,0,210,0,21,11.480 
27-oct-2007,0,14.9,0,8.3,0,1.9,1009.6,8.5,0,18,0,210,0,29,12.102 
28-oct-2007,0,15.2,0,8.1,0,7.3,1003.1,8.9,0,20,0,210,0,34,13.045 
29-oct-2007,0,12.2,0,5.5,0,0.0,1009.1,5.4,0,10,0,260,0,18,10.455 
30-oct-2007,0,15.3,0,8.8,0,0.0,1017.5,3.8,0,7,0,270,0,14,11.057 
31-oct-2007,0,15.5,0,10.1,0,0.0,1021.7,5.2,0,10,0,240,0,18,11.747 
01-nov-2007,0,16.1,0,10.5,0,0.1,1025.8,5.5,0,10,0,230,0,18,12.457 
02-nov-2007,0,13.7,0,9.7,0,0.4,1029.2,2.1,0,5,0,260,0,12,11.523 
03-nov-2007,0,16.3,0,9.2,0,0.0,1027.1,1.3,0,4,0,290,0,8,11.870 
04-nov-2007,0,14.5,0,10.7,0,0.0,1024.1,0.8,0,4,0,210,0,8,12.105 
05-nov-2007,0,14.1,0,8.0,0,0.0,1024.8,4.7,0,11,0,320,0,20,11.875 
06-nov-2007,0,12.4,0,4.8,0,0.0,1030.2,2.7,0,8,0,250,0,13,10.045 
07-nov-2007,0,13.3,0,6.4,0,0.0,1024.4,3.8,0,9,0,260,0,14,10.275 
08-nov-2007,0,13.8,0,6.1,0,0.5,1016.7,7.4,0,15,0,330,0,29,10.443 
09-nov-2007,0,10.8,0,5.5,0,0.0,1024.6,4.7,0,12,0,330,0,20,8.560 
10-nov-2007,0,13.6,0,6.2,0,0.0,1020.8,4.1,0,9,0,300,0,17,9.172 
11-nov-2007,0,12.1,0,4.8,0,1.0,1018.0,5.8,0,11,0,270,0,19,9.568 
12-nov-2007,0,9.5,0,3.6,0,0.1,1018.8,3.7,0,6,0,230,0,12,8.010 
13-nov-2007,0,11.2,0,7.8,0,0.0,1014.4,5.8,0,10,0,340,0,19,8.622 
14-nov-2007,0,13.6,0,6.6,0,4.2,1016.0,3.7,0,11,0,340,0,19,8.865 
15-nov-2007,0,10.1,0,5.5,0,0.1,1019.9,1.6,0,8,0,180,0,13,9.587 
16-nov-2007,0,11.8,0,5.8,0,1.2,1020.5,1.7,0,7,0,220,0,12,9.015 
17-nov-2007,0,11.5,0,6.4,0,19.8,1008.7,10.8,0,18,0,190,0,31,9.113 
18-nov-2007,0,7.6,0,4.3,0,10.1,992.9,5.8,0,12,0,10,0,22,8.060 
19-nov-2007,0,8.5,0,4.1,0,4.2,989.7,6.6,0,11,0,80,0,18,7.495 
20-nov-2007,0,10.7,0,6.0,0,0.8,994.4,4.5,0,10,0,90,0,14,7.740 
21-nov-2007,0,8.8,0,3.6,0,0.0,994.5,3.3,0,10,0,330,0,16,7.465 
22-nov-2007,0,9.8,0,2.7,0,0.0,1004.3,7.1,0,11,0,340,0,19,6.786 
23-nov-2007,0,6.1,0,0.2,0,0.0,1018.3,5.9,0,9,0,350,0,17,5.356 
24-nov-2007,0,12.0,0,1.5,0,0.5,1020.0,7.6,0,13,0,240,0,23,6.113 
25-nov-2007,0,12.6,0,9.2,0,0.0,1022.1,3.2,0,8,0,270,0,16,8.270 
26-nov-2007,0,13.6,0,9.3,0,0.0,1026.2,0.6,0,4,0,330,0,9,9.493 
27-nov-2007,0,11.5,0,8.8,0,0.0,1019.9,4.2,0,9,0,220,0,16,9.483 
28-nov-2007,0,11.9,0,7.8,0,8.9,1006.6,8.4,0,14,0,210,0,27,9.960 
29-nov-2007,0,12.1,0,4.8,0,1.1,1002.0,6.0,0,12,0,230,0,21,8.382 
30-nov-2007,0,13.2,0,5.4,0,5.6,993.0,11.4,0,17,0,220,0,29,10.068 
01-dec-2007,0,9.1,0,4.7,0,5.3,991.5,9.6,0,17,0,250,0,30,7.567 
02-dec-2007,0,11.9,0,6.4,0,6.8,986.0,11.9,0,20,0,210,0,38,8.045 
03-dec-2007,0,10.1,0,2.4,0,0.1,999.3,6.5,0,14,0,260,0,23,6.905 
04-dec-2007,0,13.1,0,8.4,0,3.4,999.2,13.7,0,21,0,200,0,35,9.077 
05-dec-2007,0,12.9,0,8.2,0,0.6,997.4,11.8,0,19,0,200,0,31,9.855 
06-dec-2007,0,13.3,0,9.0,0,8.6,995.9,12.2,0,20,0,250,0,37,10.100 
07-dec-2007,0,9.3,0,3.0,0,0.1,998.7,8.7,0,20,0,260,0,37,8.332 
08-dec-2007,0,12.6,0,3.1,0,16.1,992.3,10.6,0,19,0,270,0,34,7.490 
09-dec-2007,0,8.7,0,5.2,0,3.3,982.9,11.8,0,21,0,220,0,38,7.168 
10-dec-2007,0,8.3,0,0.1,0,0.0,1011.4,4.7,0,10,0,330,0,20,5.974 
11-dec-2007,0,10.3,0,0.8,0,0.0,1023.1,4.1,0,8,0,200,0,16,5.259 
12-dec-2007,0,11.4,0,9.4,0,0.0,1024.7,9.3,0,11,0,180,0,20,7.770 
13-dec-2007,0,10.2,0,7.7,0,0.0,1028.2,10.7,0,14,0,180,0,24,7.590 
14-dec-2007,0,10.2,0,7.5,0,0.0,1028.4,8.1,0,11,0,170,0,19,7.338 
15-dec-2007,0,8.0,0,4.4,0,0.0,1026.4,7.1,0,10,0,130,0,15,6.628 
16-dec-2007,0,6.8,0,4.3,0,0.0,1027.0,7.3,0,10,0,120,0,17,6.050 
17-dec-2007,0,6.8,0,2.8,0,0.0,1027.6,8.2,0,15,0,90,0,22,5.493 
18-dec-2007,0,5.2,0,3.8,0,0.0,1029.3,7.1,0,12,0,100,0,18,5.118 
19-dec-2007,0,6.9,0,1.9,0,0.0,1028.9,6.1,0,11,0,90,0,16,4.937 
20-dec-2007,0,8.2,0,2.9,0,0.0,1023.6,6.1,0,10,0,110,0,15,5.385 
21-dec-2007,0,8.3,0,4.0,0,0.0,1016.6,5.7,0,9,0,150,0,16,5.491 
22-dec-2007,0,10.3,0,1.9,0,4.1,1016.7,5.1,0,9,0,160,0,19,6.953 
23-dec-2007,0,10.9,0,0.5,0,0.0,1016.3,8.2,0,16,0,200,0,29,4.978 
24-dec-2007,0,11.0,0,3.6,0,6.3,1009.7,4.9,0,17,0,210,0,32,7.209 
25-dec-2007,0,9.3,0,0.9,0,0.3,1006.5,5.7,0,17,0,230,0,31,5.383 
26-dec-2007,0,11.2,0,3.1,0,0.0,1012.6,8.9,0,19,0,220,0,29,5.995 
27-dec-2007,0,11.7,0,10.4,0,3.7,1010.0,16.2,0,20,0,210,0,36,8.512 
28-dec-2007,0,11.6,0,4.5,0,8.6,1002.0,14.9,0,21,0,210,0,37,9.135 
29-dec-2007,0,8.5,0,3.5,0,9.3,1006.4,5.4,0,15,0,240,0,27,6.376 
30-dec-2007,0,10.0,0,5.1,0,0.1,1018.3,0.2,0,0,0,280,0,6,6.941 
31-dec-2007,0,11.0,0,9.1,0,7.6,1017.3,0.2,0,0,0,200,0,6,8.227 
01-jan-2008,0,10.6,0,8.0,0,0.8,1011.4,0.2,0,0,0,170,0,6,8.868 
02-jan-2008,0,8.6,0,3.6,0,0.0,1001.7,8.2,0,21,0,100,0,30,7.118 
03-jan-2008,0,3.7,0,0.3,0,0.0,995.0,13.0,0,21,0,90,0,33,4.956 
04-jan-2008,0,8.4,0,-4.3,0,10.5,987.4,6.9,0,24,0,150,0,37,3.914 
05-jan-2008,0,7.3,0,1.3,0,0.2,990.9,7.9,0,13,0,240,0,23,4.618 
06-jan-2008,0,9.9,0,1.6,0,2.9,994.9,6.8,0,15,0,230,0,32,3.979 
07-jan-2008,0,8.2,0,4.6,0,0.2,998.7,10.3,0,20,0,240,0,36,4.859 
08-jan-2008,0,10.6,0,2.9,0,13.8,995.0,12.7,0,22,0,180,0,37,5.909 
09-jan-2008,0,10.1,0,2.3,0,11.5,995.1,11.8,0,22,0,200,0,37,4.871 
10-jan-2008,0,10.1,0,1.4,0,11.6,986.5,8.7,0,21,0,180,0,37,6.923 
11-jan-2008,0,5.8,0,0.0,0,0.0,991.8,5.8,0,12,0,320,0,20,4.258 
12-jan-2008,0,10.6,0,-0.1,0,11.4,993.9,8.1,0,16,0,180,0,27,4.086 
